listing_id,id,date,reviewer_id,reviewer_name,comments,year,sentiment,emotion
9376,8929,2009-09-03,33861,Kevin,Cristina's place is a tranquil oasis in a beautiful neighborhood.  It was a pleasure staying here.,2009,5.0,joy
8021,11109,2009-09-23,30020,Sunny,"We love Sherree! Staying with her was the highlight of our time in LA. Her home is simply beautiful and such a wonderful place to stay. The location was brilliant as well. Can't rave enough about how much we enjoyed our time with her. And as a guide to LA, you won't find better. She went out of her way to give us info, maps and suggestions of what to do and when. We just loved meeting her and spending time in her fabulous home.",2009,5.0,joy
15089,14373,2009-10-20,41302,Miranda,"Fabulous! I stayed at Josh’s for 6 nights and felt very much at home. The apartment and room was spotless. Josh is a terrific host -  warm, helpful and open – I definitely felt very well looked after! The location of his place is terrific for getting around town and very safe. Lots of lovely shops and restaurants just around the corner too and google pins map provided by Josh has relibly good suggestions<br/>Highly recommended!<br/>",2009,5.0,joy
6033,7368,2009-08-13,27774,Lily,"Sarah is a wonderful hostess, the room and bed are huge and comfortable. Quiet neighborhood with easy access to Malibu and Santa Monica. Enjoyed our stay.",2009,5.0,joy
9376,15340,2009-10-27,43389,Guillermo & Dana,I stayed at the Venice spot. Everything was great and Cristina was very helpful. Thanks,2009,5.0,joy
15400,21032,2009-12-21,53815,Hailey,"We loved staying at Phillipa's place in Chelsea. The flat was lovely, and the neighborhood was great. Lots of fun shops, and close to two metro stops. We would love to stay there again!",2009,5.0,joy
9376,14375,2009-10-20,39138,Crystal,"We really enjoyed staying at Christina's place in Venice.  Close to shops, cafes, and Abbot Kinney.  Comfy bed and friendly dog next door.  Would stay again - Thanks Christina!",2009,4.0,joy
8021,8857,2009-09-02,4213,Andy,"Awesome! She should be an interior decorator, her place is very classy. And she kindly offered me some great left-overs (pulled pork sandwich and cobbler) - which I gladly devoured! Yum! You can't go wrong here. Very clean, great location, good company.",2009,5.0,joy
8021,18165,2009-11-24,24823,Darinka,"We enjoyed Sherree and her Appartement very much during our stay in LA. She is a wonderful person, who knows a lot abaut LA . She is a wonderful cook, too and her breakfasts are delicious and fun, especially the french toast on Sunday. <br/>We can really recomend this place with its very convient location.<br/><br/>Darinka and Ignac from Germany",2009,5.0,joy
8021,14305,2009-10-19,8289,Ginger,"Sherree should own her own B&B; she is the quintesscencial hostess with the mostess.  Rarely have I met a lady so fun and hospitable. Her home looked like it was ripped from the pages of Elle Decor; it is an upstairs duplex, quite a charming and delighfully vintage Old Hollywood-style home, with a great location walking distance from the fun shops of Robertson (ladies, gasp!) Sherree is a Martha Stewart of sorts, having the gift to cook, garden, host, and definitely decorate.  The bedroom is lovely and quaint off of the kitchen, with beautiful furnishings and its own bathroom. Sherree is a whiz in the kitchen, and even let me join her for a delicious dinner one night which she amazingly cooked from scratch. I consider Sherree someone I would want to personally hang out with again, and her home is beautiful.",2009,4.0,joy
8021,12833,2009-10-08,41369,Holly,"Sherree is wonderful, her place is wonderful, her taste in TV is wonderful and her dogs are wonderful.  My trip to LA was made so much better due to staying with her.  Read all the reviews below, they are all completely spot on.  She's kind and helpful and she's just brilliant really.  I don't think you could find a nicer place to stay. ",2009,5.0,joy
8021,20718,2009-12-18,27348,John,awesome host sorry took so long...I was not to familiar with the system back then ,2009,5.0,joy
45417,131551,2010-11-01,268555,Danielle Nelson,This is the best kept secret in LA! I can't wait to return to this cozy oasis in the coolest part of LA. <br/>Many Thanks!!!,2010,5.0,joy
5728,141954,2010-11-20,287284,M,"Clean and comfortable lodging, super cute surroundings, and extraordinarily lovely hosts!",2010,5.0,joy
36660,141824,2010-11-20,127457,Valentina,We spent more days in Agri&Roger's home and they were great!!!,2010,5.0,joy
41311,103245,2010-09-23,195347,Ulrike,"This was my first experience with Airbnb and wow - it could not have started better. Grace is such a charming, warm and welcoming person with a big, fantastic smile. She was always very helpful and I felt immediately at home. The house is very clean and  my room was spacious with lots of storage space. She provides so many extras which you would not get in a B&B or Hotel. It was great coming home and having the possibility to make myself a tea or cook something. I travalled alone this time and walked home from the bus/tube at night, which felt quite safe. Golders Green/Brent Cross is an interesting area and there are many different ways by bus or tube to get into Central London. Brent Cross Shopping Center is just 10min by foot and the charming old suburban village of Hampstead just one tube stop away. I would love to come back soon and stay with Grace again. ",2010,5.0,joy
24041,79987,2010-08-17,133725,Sheila,"Great location!! Very close to the beach and plenty of restaurants.  The neighborhood was very picturesque, with lots of friendly people around.  The bungalow itself was simple, clean, and comfortable. ",2010,5.0,joy
43318,133154,2010-11-03,219770,Robert,"fastest response time ive ever had, great place to have near downtown LA",2010,5.0,joy
24041,79987,2010-08-17,133725,Sheila,"Great location!! Very close to the beach and plenty of restaurants.  The neighborhood was very picturesque, with lots of friendly people around.  The bungalow itself was simple, clean, and comfortable. ",2010,5.0,joy
36660,106485,2010-09-27,227691,Amy,We absolutely loved our time with Roger and Agri.  They are wonderful hosts.  We would be happy to stay with them again if we are back in London!,2010,5.0,joy
14124,47048,2010-05-28,97284,Alan,I love relaxing in Redondo. This is a fantastic place to stay while there.,2010,5.0,joy
42001,160889,2010-12-31,279728,Serene,"Although we had just met, I feel like Maria and Natalia are my family! They're very sweet and thoughtful, made me feel (Email hidden by Airbnb) municating with Maria before arrival was easy and always spot-on. I had some issues with my flight and she was extremely helpful and generous. Their house is clean and homey, love the overall decor of the place and the cat is so adorable. Looking to stay with them again very soon..",2010,4.0,love
19887,83653,2010-08-23,87472,Mirissa,Janet was a great host! The house is an old LA beauty and the room is spacious and opens onto a lovely back porch. Highly recommended...,2010,5.0,love
5728,154076,2010-12-14,311883,Rebecca,"Fantastic, loving and relaxing environment in the mist of LA. A real gem. I appreciated being in such an inspirational place, with a wonderful family. Highly recommended:)",2010,5.0,joy
53041,135589,2010-11-08,269268,Adam,I booked a week at Ciaran's place and loved my entire stay ! His home is beautifully decorated and a short walk to the Kilburn tube station and supermarkets which was very convenient. Ciaran was a great host and gave helpful tips on getting around. He even prepared an excellent dinner for me one night. Such a cool guy and his dog Jérôme was so friendly. Definitely recommend to stay here !!,2010,5.0,joy
41311,97526,2010-09-15,181603,David,"Staying here was really excellent.  The location was great, about 15-20 minutes to all of the places we wanted to visit.  In addition, it was very easy to find her house using the map from this website.  Grace was a great host and both my wife and I found it very comfortable staying here.  She had lots of food for breakfast, snacks, etc.  Overall, I would recommend Grace's house to anyone.  Thanks so much!",2010,5.0,joy
13776,29904,2010-03-17,81224,Walter,"Fabulous!  The cottage was perfect for our stay in Redondo Beach, and Mike and Wendy were warm and inviting.  We will recommend them to everyone we know traveling in the area!",2010,5.0,joy
24030,92538,2010-09-07,201535,Alex,Very nice and comfortable lodgings conveniently located in Venice. Michaela was very accomodating and communicated well. ,2010,5.0,joy
6033,69742,2010-07-27,25676,Jonathan,"It was pleasure to stay with Sarah. Her house is in a lovely quite neighborhood. Not far from Malibu, Santa Monica and LA. The room was spacious,comfortable and it had an en suite. Sarah is a great hostess. She cooked a tasty breakfast both mornings. We enjoyed staying with Sarah and we would highly recommend.",2010,5.0,love
14124,90666,2010-09-05,202999,Susan,"We spent 5 nights at the Burnham Beach Cottage.  Mike and Wendy were wonderful hosts and we had a great time.  They were available to answer all our questions and the cottage is a comfortable place to stay while in the LA area.  We were busy every day but at the end of the day, retreated to this lovely quiet space....with free parking (unlike the hotels) and easy proximity to the beach.  All in all, a great place to be!",2010,5.0,joy
13776,37066,2010-04-21,97284,Alan,"Wendy and Mike opened up their second cottage for nightly stays. Both are really great as though they are close to Redondo Pier both are quiet and private. Located away from the street in the backyard of a main house, but fully self contained in a little oasis. I've been doing allot of riding on the Strand which is the path along the beaches. Borrow one of their bikes.",2010,4.0,joy
8021,30724,2010-03-21,79000,Michelle,The location is great! Centralized for the daily active traveler. I really enjoyed my stay at sherree's place! My original lodging had fallen through and sherree accommodated my friend and I without hesitation. The space was beautiful and inviting. Quiet and relaxing. Would stay again! Great stay wonderful lady. Thanks a lot!  ,2010,5.0,joy
13776,133285,2010-11-04,226080,Susan,"Mike and Wendy are two people who truly love and enjoy what they do. This was mostly displayed in their knowledge, warmth and passion. This was my 1st booking with Airbnb we were greeted with such warmth it was like been welcome home. Wendy filled us in with everything and ensure that we were settling in well and Mike also ensure that we had a large glass of wine to enjoy before dinner. <br/><br/>Our stay was purely to relax and enjoy the pace of Redonda beach before our final lag of a 3 week vacation ending in New York and I must say we surely did achieve this. Our home from home was surely that, beautiful decorated with warm (we had fresh flowers in every room), cosy and full of charm. I took the opportunity to sit outside every morning to have breakfast something I could rarely achieve back in my own country, England.  <br/><br/>Redonda beach is a four minute walk and is a beautiful beach, Wendy supplied us with beach towels and mats for our duration. We took some amazing pictures from the beach and I do recommend you stay on the beach to see at least one sunset.<br/><br/>All in all we had an amazing stay and not only were they the best host that I ever came across I left with two beautiful friends.<br/><br/>Thank you Mike and Wendy    <br/>  ",2010,5.0,joy
8021,30174,2010-03-19,81659,Carla,"The location is great. I could walk to Rodeo Drive, the Grove, Farmers Market and so many other places of interest.<br/>The room is wonderful with huge windows that fully open to the outside.The apartment is furnished with art and detailing right out of a decorating manual called ""Sherree's Collections"" and is both comfortable and stunning.  As for Sherree, she will quickly feel like a relative or a good friend...Thanks so much!",2010,5.0,joy
33447,117952,2010-10-12,112316,David,"We have now stayed with Patricia and family twice so we are clearly fans. The house and location are wonderful. We enjoyed walking down to the beach, dining at the local restaurants, and heading down to Santa Monica. Our first stay was just my wife and I and we were warmly welcomed with cookies and other basics in the kitchen that were so nice after our long drive. <br/><br/>When looking to return to the area, this time with our daughters, we contacted Patricia to see if she would be comfortable with four in the house. Since we had been there before we knew the size of the rooms and knew we could make it work. She was open to the idea and it worked out great for us. We even got in some tennis and threw the ball for her dog. <br/><br/>Patricia and her family were genuinely charming and welcoming. I would encourage anyone considering visiting the Malibu area to contact them without any hesitation. ",2010,4.0,joy
24030,48220,2010-05-31,113720,Elizaveta,"This is a very adorable beach bungalow. Location is great a block away from the heart of venice beach and walking distance to Abbot Kenney. Bikes available for bike rides along the beach to Santa Monica or Marina Del Ray. Very comfortable apt with character. Gated court yard that provides privacy. The sweetest cat, Foxy. We enjoyed our stay. Thank you, Michaela.",2010,5.0,joy
38605,149807,2010-12-06,302708,Stephanie,"We arrived to spend a couple of days seeing London and socialising with friends and would definately stay here again.  Elisa and Dominic are great, very laid back and accommodating.  The location is great for getting into the centre of London too.  Overall a great experience.

Tony & Steph",2010,4.0,joy
13776,37066,2010-04-21,97284,Alan,"Wendy and Mike opened up their second cottage for nightly stays. Both are really great as though they are close to Redondo Pier both are quiet and private. Located away from the street in the backyard of a main house, but fully self contained in a little oasis. I've been doing allot of riding on the Strand which is the path along the beaches. Borrow one of their bikes.",2010,4.0,joy
36660,118246,2010-10-13,213193,Enrica,"Great location, 5 minutes walk to East Finchley tube station and half an hour to London center.  Room was clean and big.  Breakfast was good.  Agri and Roger are fantastic host.  Definitely would stay there again.",2010,5.0,joy
5728,161361,2010-12-31,329178,Nefaur,"Sanni's house was gorgeous! She was quick to reply, and was very accommodating.",2010,5.0,joy
22355,56994,2010-06-25,118426,Nicky,"There are many places in this world that strive to maintain perfection, but Bamboo does it with such ease and grace I almost feel sorry for it's neighbouring competitors. <br/><br/>The zen space maintains such a free spirit in idyllic surroundings with a beautiful pool to warm the soul after a very active day. <br/><br/>The rooms define the word luxury and the local food parallels this. If you do stay, you must take your time to visit the Beechwood cafe. The Hollywood sign is minutes away as is the walk to the Kodak theatre, it is unbelievable how close the place is to the heart of LA, yet so peaceful.<br/><br/>I stayed at Bamboo for a little under a month and I cannot begin to tell you how magical the place is. Henry and Robert have gone out of there way to accommodate my every request. Simply put, there is nothing they didn't do... the dedication and attention to every minor detail constantly from day to day has been performed with such vigour and precision. They have realised a gem in the heart of the Hollywood Hills that is not seen anywhere else in Los Angeles.<br/><br/>Overall, I am there biggest fan and certain that it will remain my favourite destination.. It brings out the child in me, feeds the soul and has come to be my home from home!<br/><br/>You simply have to see for yourself!",2010,4.0,sadness
51498,127125,2010-10-25,129191,Trevor,Bay is a gracious host in a beautiful setting.,2010,5.0,joy
5728,115739,2010-10-10,105935,Jackie,"Great hostess, thanks for your hospitality!",2010,5.0,joy
19887,70920,2010-07-30,126522,Bradleigh,"Janet was a wonderful Host, and the house is perfect. <br/>I was in LA without a car (I strongly reccomend hiring a car!) however, Janet's place is located within a 10-15 min walk of funky cafes and bars, great gay and straight night life as well as metro busses and trains to downtown or wherever else you may need to go. I was in LA for a conference at the convention centre. It generally took me 20 - 30 min door to door, including a 10 min walk to the Vermont/Santamonica subway stop. <br/><br/>The room itself is spacious and relaxing, looking through double french doors to a lovely back garden. Also, you have your own well equipped bathroom right next to the bedroom. <br/><br/>I strongly reccomend staying with Janet. Silverlake is a little more spread out than downtown, but it has a way nicer vibe and it is a lot safer. <br/><br/>Thanks for a great stay Janet!!",2010,4.0,joy
13776,47242,2010-05-28,129627,Jackie,"My friend and I had a marvelous stay; better than we expected. Though the weather didn't agree with us, we felt like we were in the perfect place to spend our couple of days by the beach. Wendy and Mike have a small village of sorts that is laid back, friendly, and comfortable. It's like a home away from home. We'll definitely stay again when we have the chance. Thank you Wendy and Mike for advice, warmth, and hospitality :-)",2010,5.0,joy
46446,121665,2010-10-18,247118,Taline,Great space and good energy...close to everything and very quaint.  Would definitely stay there again.,2010,5.0,joy
5728,25568,2010-02-06,58277,Wanda,"I stay with Sanni every time I'm in Los Angeles. She's an excellent hostess, always granting privacy--and free WiFi--while thoughtfully anticipating needs (extra pillows) and providing unexpected treats (a bottle full of homemade soda). They've recently redone the bathroom, and it's utterly charming: a pine and pebble Elfin retreat. I LOVE this little Bohemian hideaway.",2010,5.0,joy
51498,141233,2010-11-18,119273,Aimee,We had a lovely few nights in the guest house!  Can't wait to come back and stay again!<br/><br/>~Aimee & Doug,2010,5.0,joy
10760,54478,2010-06-18,67819,Laura,"Hello to Debbie and Narisha! My week-long stay was like staying with friends - very comfortable. The apt is close to everything I needed - restaurants, yoga, running routes and shopping: only 15 min from airport and quick access to highways to other areas. I hope my room will be available for when I return!",2010,5.0,joy
25123,41216,2010-05-09,115343,Anna,"Grace's house is so clean! It's probably the cleanest I have ever seen. The room is super comfy and rather roomy. She's a great host.


",2010,5.0,joy
10760,24679,2010-01-23,70975,Flavia,"This was my first time using airbnb, and I must say Debra has left me with a great first impression! Debra is a super hostess! From the start, Debra was very helpful, with prompt answers to any questions I had prior to my arrival.  <br/>Her home is warm, welcoming, and beautifully decorated. The bedroom is very clean and private. The bed is super comfortable. Perfect location, 10-15 minutes from anywhere you need to be in L.A.!  Great neighborhood.  Not only was I  happy with the accommodations, I am happy to have had the chance to meet a very beautiful, smart, caring, and  independent woman, who is full of life. :)<br/>",2010,5.0,joy
50005,101422,2010-09-20,119639,Philip,"I arrived to Michelle's guest house on a return from China. Jet lagged and weary, I found the place to be quiet, and in a great location. Parking on the street was mostly not a problem, and if it was then I was allowed to park in the driveway. The fresh baked bread and other snacks/drinks that were provided were great and also unexpected. No television but that was fine with me. I recommend this place primarily as a quiet get away for a single or a couple. Built seemingly out of a small garage, the interior is bilevel (bedroom area and bath area are raised)it is in the back of the main property (gated from street) which is in an established and relatively quiet mixed housing neighborhood. Michelle was easy to get a hold of when required.",2010,4.0,joy
24030,137524,2010-11-12,21283,Nick,"Michaela's an amazing host, and I had an incredible time staying at her gorgeous place. Foxy the cat is the sweetest kitty in the world, too!",2010,5.0,joy
23979,40822,2010-05-08,108409,Keisha,"Beyond beautiful! 5 stars!  This property surpassed my expectations. I stayed at the property for 3 nights during the first week of May 2010. Although the profile pictures are accurate, they still don't do it justice. I was overwhelmed by the beauty of the property and bamboo gardens. The finishes and furnishings are so well appointed. In my opinion, the quality is on par or better than what you'd find at a high end big chain hotel. If you want to really feel like a local when visiting the area then you must stay at Bamboo Retreats. The property is serene and romantic and the views are stunning!  I had the most amazing direct view of the Hollywood sign, the beautiful hills and the city skyline.  Henry is awesome and the service and care the owners provide is outstanding. If you want the LA experience without all the hustle and bustle, then I definitely recommend Bamboo Retreats!",2010,5.0,joy
14124,83145,2010-08-23,176475,Sarah,"Mike and Wendy were wonderful hosts!  They have the most beautiful place to stay in Redondo Beach.  Easy access to everything the area has to offer, and they were both gracious and were very open to giving us tips on what to do and see.  It was like staying with family friends.  Thanks again Mike and Wendy!",2010,5.0,joy
19887,54442,2010-06-18,122427,Blake,"I stayed with Janet for 2 weeks and it was great!  Since this was my first experience with airbnb, I really lucked out!  The room was very neat, and having my own bathroom right next to the room was a great plus.  There's lots of space (counter around the sink and top of built-in dresser) in the bathroom to spread out your toiletries.  Bathtub/shower is nice.  My favorite thing was probably the lightning-fast internet!  I wish I had that at home!<br/><br/>Just as she says, Janet spent most of her time upstairs when she was home, but I was gone a lot, and she was too.  I wish we had had more time to get to know one another!  I thought it might be a drawback not having a TV in the room, but I was on the go so much, I didn't really miss it!  If you have your laptop, you can watch TV online!<br/><br/>Street parking can be difficult in the evenings, but Janet was very accomodating to work out a system.  All in all, it was a very positive experience!  I definitely look forward to staying with Janet again!",2010,4.0,joy
5728,35646,2010-04-14,104009,Kate,"Sanni has created a sanctuary in Los Angeles, and we couldn't have felt more blessed to have found a place to call home for our visit. <br/><br/>Her home and studio radiate love and interactive ways of being with each other, and the environment surrounding.<br/><br/>The circle bed is amazing. AMAZING.",2010,5.0,love
33447,112089,2010-10-05,166931,Helen,"How well did Patricia and Jeff treat us, let me count the ways ... It's a wonderful way to experience living in Malibu.  ",2010,5.0,joy
8021,84996,2010-08-26,181847,Alex And Melanie,"Its hard to know what to add to the already rave reviews about Sherree and her wonderful home: Drinking a cup of great coffee with the light shining into the sunroom, fresh baked banana bread, a glass of wine offered on a lovely patio in the evening, a very comfortable bed and connecting bath. But the highlight is Sherree herself. Generous,stimulating, and laugh out loud funny, you can't find a better hostess. After long days of sight seeing, it felt like returning home. We would come back to LA (from Seattle)to stay at the B&B just to visit Sherree. I would gladly send my newly launched college freshman daughter to her B&B if she needed some rest and nurturing.",2010,3.0,love
19887,109198,2010-10-01,206576,Rick,"It was just perfect, Janet is really nice, it was a pleasure to stay at her place. The house is big and clean, with a nice garden and a wonderful cat, and it's in a very nice part of LA, close to Sunset blvd, Silverlake and the subway on Vermont avenue. Highly recommend it.",2010,5.0,joy
8021,107460,2010-09-28,228310,Crystal,"Sherree was so welcoming and her home was very close to everything.  The room was beautiful and very clean.  Thanks again, Sherree!",2010,5.0,joy
47192,116539,2010-10-11,250295,Linda,"very nice person, very confortable bed... in  a step you are in the city.... ",2010,5.0,joy
19887,29076,2010-03-11,89581,Rikke,"Cosy and quite room. Wake up with the sun coming in through the curtains and open the doors to the veranda. Lovely neighborhood, you can walk down to Sunset and get the best coffee in town. Janet is a super sweet and helpful host. I will definitely recommend  this charming spot to everyone.",2010,5.0,love
19887,54442,2010-06-18,122427,Blake,"I stayed with Janet for 2 weeks and it was great!  Since this was my first experience with airbnb, I really lucked out!  The room was very neat, and having my own bathroom right next to the room was a great plus.  There's lots of space (counter around the sink and top of built-in dresser) in the bathroom to spread out your toiletries.  Bathtub/shower is nice.  My favorite thing was probably the lightning-fast internet!  I wish I had that at home!<br/><br/>Just as she says, Janet spent most of her time upstairs when she was home, but I was gone a lot, and she was too.  I wish we had had more time to get to know one another!  I thought it might be a drawback not having a TV in the room, but I was on the go so much, I didn't really miss it!  If you have your laptop, you can watch TV online!<br/><br/>Street parking can be difficult in the evenings, but Janet was very accomodating to work out a system.  All in all, it was a very positive experience!  I definitely look forward to staying with Janet again!",2010,4.0,joy
25123,42724,2010-05-15,124164,Adi,"Even though this review is late.. I would not miss giving it for the world.

Stuart and I were plannin gour move to London from Wales and looking for properties over one weekend, decided to look at airbnb.

True to the past reviews Grace has recieved, she is prompt in getting back in touch with you. In my case at 11.45pm so that we could be confirmed for the next evening.

She is a fantastic hostess with a home thats as warm as her. She welcomed us with open arms and an open heart and never made us feel like guests.

Grace was a pleasure... is every possible way. And I will recommend her hands down.

Anytime!!",2010,4.0,joy
46446,121665,2010-10-18,247118,Taline,Great space and good energy...close to everything and very quaint.  Would definitely stay there again.,2010,5.0,joy
13776,60966,2010-07-05,83590,Duncan,We had a wonderful time in the cottage our thanks goes to Wendy and Mike who made us so welcome. Our highlight was borrowing the bikes and riding along the coast to Venice beach. <br/>We hope to come to California soon and if we do we will be staying here again. <br/><br/>Thanks again Duncan & Vicky,2010,5.0,joy
37384,132432,2010-11-02,255640,Dan Or Sheena,"Liz is the kind of host you hope to have when using airbnb. She met us at the train station, escorted us to her home and told us where to eat in the area. She also helped us understand how to most easily get to all our destinations and gave us suggestions for daily activities and attractions to see. If you want someone to talk to you for hours or if you want your own space she is happy to oblige. 
Liz also went above and beyond our expectations by buying special items for Sheena's dietary needs.

Thanks, and we hope you enjoy her place!",2010,5.0,joy
24041,60596,2010-07-04,125025,Michael,"Had a great time in Redondo at Omar's perfect little bungalow. Everything you could want while on vacation was there. The bungalow has a bathroom, kitchen and living area.  5 minute walk to the beach and pier, nice yard in the back, and a touch of culture since it's a historical landmark. Omar provides a binder with interesting facts about the residence (built in the 1920's), things to do, places to eat, grocery stores and the password for the internet. I'll be back and i would recommend for others to stay here.",2010,4.0,joy
